,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_bins
1093,Female,0.0,Yes,Yes,71.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,100.44999694824219,7159.7001953125,0.0,61-72
1094,Male,0.0,Yes,Yes,41.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),68.5,2839.949951171875,0.0,37-48
1095,Male,0.0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55000305175781,80.55000305175781,0.0,0-12
1096,Female,0.0,Yes,No,7.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.25,580.0999755859375,0.0,0-12
1097,Male,0.0,Yes,Yes,25.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,90.4000015258789,2178.60009765625,1.0,25-36
1098,Male,0.0,Yes,Yes,67.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,89.55000305175781,6038.5498046875,0.0,61-72
1099,Male,0.0,Yes,Yes,5.0,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.70000076293945,259.3999938964844,0.0,0-12
1100,Male,0.0,No,Yes,15.0,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.799999237060547,324.1499938964844,0.0,13-24
1101,Female,0.0,Yes,Yes,20.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,20.0,417.6499938964844,0.0,13-24
1102,Male,0.0,Yes,Yes,3.0,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.150001525878906,168.14999389648438,1.0,0-12
1103,Male,0.0,Yes,Yes,54.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.19999694824219,5637.85009765625,0.0,49-60
1104,Male,0.0,No,No,42.0,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,19.549999237060547,839.4000244140625,0.0,37-48
1105,Female,0.0,Yes,No,9.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.75,769.0999755859375,0.0,0-12
1106,Female,0.0,No,No,63.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),97.44999694824219,6253.0,0.0,61-72
1107,Female,0.0,Yes,No,69.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.25,1641.800048828125,0.0,61-72
1108,Female,0.0,No,No,69.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),24.600000381469727,1678.050048828125,0.0,61-72
1109,Male,0.0,Yes,No,40.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.150001525878906,2058.5,0.0,37-48
1110,Male,0.0,No,No,60.0,No,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),39.599998474121094,2424.5,0.0,49-60
1111,Female,0.0,No,No,4.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.4000015258789,387.20001220703125,1.0,0-12
1112,Female,1.0,No,No,71.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,89.8499984741211,6293.4501953125,0.0,61-72
1113,Female,0.0,Yes,No,37.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.94999694824219,2839.64990234375,1.0,37-48
1114,Male,0.0,Yes,No,32.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.8499984741211,3145.89990234375,0.0,25-36
1115,Male,0.0,No,No,39.0,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),53.849998474121094,2200.699951171875,0.0,37-48
1116,Female,0.0,No,No,38.0,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,24.25,914.4000244140625,0.0,37-48
1117,Male,0.0,No,No,52.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),89.44999694824219,4577.75,0.0,49-60
1118,Female,0.0,Yes,Yes,48.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.25,4997.5,0.0,37-48
1119,Male,0.0,Yes,Yes,70.0,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.5,4144.7998046875,0.0,61-72
1120,Male,0.0,No,No,20.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.55000305175781,1493.550048828125,0.0,13-24
1121,Female,0.0,No,No,50.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.5,4179.10009765625,0.0,49-60
1122,Female,0.0,No,No,19.0,No,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),44.849998474121094,893.5499877929688,1.0,13-24
1123,Male,0.0,Yes,Yes,25.0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),61.599998474121094,1611.0,0.0,25-36
1124,Male,0.0,No,No,12.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.04999923706055,593.0499877929688,0.0,0-12
1125,Male,1.0,Yes,No,39.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.6500015258789,4284.7998046875,1.0,37-48
1126,Male,0.0,No,No,7.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,74.6500015258789,544.5499877929688,1.0,0-12
1127,Female,0.0,Yes,Yes,23.0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,66.25,1533.800048828125,0.0,13-24
1128,Male,0.0,No,No,27.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.399999618530273,529.7999877929688,0.0,25-36
1129,Male,1.0,No,No,47.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.05000305175781,3865.60009765625,0.0,37-48
1130,Male,0.0,Yes,Yes,26.0,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),19.149999618530273,515.75,0.0,25-36
1131,Female,0.0,Yes,No,14.0,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.69999694824219,941.0,1.0,13-24
1132,Female,1.0,Yes,No,11.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.05000305175781,1133.6500244140625,1.0,0-12
1133,Male,0.0,No,Yes,2.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.25,48.349998474121094,0.0,0-12
1134,Female,0.0,Yes,Yes,26.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.94999694824219,2070.050048828125,0.0,25-36
1135,Female,1.0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.6500015258789,8333.9501953125,0.0,61-72
1136,Female,0.0,Yes,Yes,63.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.0,1209.25,0.0,61-72
1137,Male,0.0,Yes,Yes,71.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.799999237060547,1396.25,0.0,61-72
1138,Male,0.0,Yes,Yes,11.0,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.1500015258789,723.3499755859375,0.0,0-12
1139,Male,1.0,Yes,No,14.0,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.649999618530273,228.64999389648438,0.0,13-24
1140,Female,0.0,No,Yes,13.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.94999694824219,1161.75,0.0,13-24
1141,Male,0.0,No,Yes,6.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.200000762939453,98.3499984741211,0.0,0-12
1142,Male,1.0,Yes,Yes,11.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.19999694824219,775.2999877929688,0.0,0-12
1143,Male,0.0,Yes,No,18.0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.79999923706055,1074.6500244140625,0.0,13-24
1144,Male,0.0,No,No,1.0,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.54999923706055,35.54999923706055,1.0,0-12
1145,Female,0.0,Yes,No,32.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.5,2324.699951171875,0.0,25-36
1146,Male,0.0,No,No,29.0,No,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,35.599998474121094,1072.5999755859375,0.0,25-36
1147,Female,0.0,No,No,3.0,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.25,170.5,0.0,0-12
1148,Female,0.0,No,No,2.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1500015258789,196.89999389648438,1.0,0-12
1149,Male,0.0,Yes,Yes,13.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.6500015258789,1162.8499755859375,1.0,13-24
1150,Female,0.0,No,No,41.0,No,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,40.349998474121094,1677.8499755859375,0.0,37-48
1151,Female,0.0,No,No,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,18.850000381469727,18.850000381469727,0.0,0-12
1152,Male,0.0,No,No,7.0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,54.849998474121094,370.3999938964844,0.0,0-12
1153,Female,0.0,Yes,No,52.0,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,64.30000305175781,3410.60009765625,0.0,49-60
1154,Female,0.0,Yes,Yes,45.0,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.649999618530273,1138.800048828125,0.0,37-48
1155,Male,0.0,Yes,No,70.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),76.0999984741211,5264.25,0.0,61-72
1156,Female,0.0,No,No,53.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,18.700000762939453,1005.7000122070312,0.0,49-60
1157,Female,1.0,Yes,No,62.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),97.94999694824219,5936.5498046875,0.0,61-72
1158,Female,0.0,Yes,No,60.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.0999984741211,5475.89990234375,0.0,49-60
1159,Female,1.0,Yes,No,3.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.4000015258789,224.0500030517578,1.0,0-12
1160,Female,1.0,Yes,No,23.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0999984741211,2326.050048828125,0.0,13-24
1161,Male,0.0,No,Yes,1.0,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.350000381469727,31.350000381469727,1.0,0-12
1162,Female,0.0,No,No,67.0,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.3499984741211,4991.5,0.0,61-72
1163,Female,0.0,No,No,12.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.75,1052.4000244140625,1.0,0-12
1164,Female,1.0,Yes,No,71.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),82.69999694824219,5831.2001953125,0.0,61-72
1165,Male,0.0,No,No,25.0,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.899999618530273,510.79998779296875,0.0,25-36
1166,Female,0.0,No,No,5.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.79999923706055,283.95001220703125,0.0,0-12
1167,Male,0.0,No,No,26.0,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),51.54999923706055,1295.4000244140625,0.0,25-36
1168,Male,0.0,Yes,Yes,1.0,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.649999618530273,19.649999618530273,0.0,0-12
1169,Male,1.0,No,No,70.0,No,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),44.04999923706055,3011.64990234375,0.0,61-72
1170,Male,0.0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,114.0,8093.14990234375,0.0,61-72
1171,Male,0.0,Yes,No,60.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,94.4000015258789,5610.25,1.0,49-60
1172,Female,1.0,Yes,Yes,32.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.4000015258789,3217.64990234375,0.0,25-36
1173,Male,0.0,No,No,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.850000381469727,19.850000381469727,1.0,0-12
1174,Female,0.0,No,No,14.0,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,54.25,773.2000122070312,0.0,13-24
1175,Female,0.0,No,No,13.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.0,1029.3499755859375,0.0,13-24
1176,Female,0.0,No,No,6.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.9000015258789,669.4500122070312,1.0,0-12
1177,Female,0.0,No,No,46.0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,79.19999694824219,3593.800048828125,0.0,37-48
1178,Male,0.0,No,No,15.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.3499984741211,1553.949951171875,1.0,13-24
1179,Male,1.0,Yes,No,43.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.30000305175781,3953.14990234375,0.0,37-48
1180,Male,0.0,No,No,39.0,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),49.79999923706055,1971.1500244140625,0.0,37-48
1181,Male,1.0,No,No,21.0,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.04999923706055,1236.1500244140625,1.0,13-24
1182,Male,0.0,No,No,57.0,No,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.75,3196.0,0.0,49-60
1183,Female,0.0,Yes,No,53.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,93.44999694824219,4872.2001953125,0.0,49-60
1184,Male,0.0,Yes,Yes,18.0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.9000015258789,1500.5,0.0,13-24
1185,Female,0.0,No,No,1.0,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.150001525878906,60.150001525878906,1.0,0-12
1186,Female,0.0,Yes,No,58.0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),61.04999923706055,3478.75,0.0,49-60
1187,Female,1.0,No,No,71.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),104.05000305175781,7413.5498046875,0.0,61-72
1188,Female,0.0,No,No,35.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,99.25,3532.0,0.0,25-36
1189,Male,0.0,No,No,3.0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),85.69999694824219,256.75,0.0,0-12
1190,Male,0.0,No,No,38.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.8499984741211,3887.25,0.0,37-48
1191,Male,0.0,Yes,Yes,35.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),69.1500015258789,2490.14990234375,0.0,25-36
1192,Male,0.0,No,No,7.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.44999694824219,593.4500122070312,1.0,0-12
1193,Female,0.0,No,No,47.0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,74.44999694824219,3510.300048828125,0.0,37-48
1194,Female,0.0,No,No,14.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.45000076293945,765.4500122070312,0.0,13-24
1195,Female,1.0,Yes,No,20.0,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.0,1259.3499755859375,0.0,13-24
1196,Male,0.0,Yes,No,66.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,85.25,5538.35009765625,0.0,61-72
1197,Male,0.0,Yes,No,15.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),19.450000762939453,340.8500061035156,0.0,13-24
1198,Female,0.0,No,No,42.0,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.75,844.4500122070312,0.0,37-48
1199,Female,0.0,Yes,No,17.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,78.9000015258789,1348.949951171875,0.0,13-24
1200,Male,0.0,No,No,37.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.5,3778.0,0.0,37-48
1201,Female,0.0,No,No,12.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.400001525878906,611.6500244140625,0.0,0-12
1202,Male,0.0,Yes,No,53.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.25,4867.9501953125,1.0,49-60
1203,Female,0.0,No,No,60.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.0,1505.050048828125,0.0,49-60
1204,Male,0.0,Yes,Yes,18.0,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),25.549999237060547,467.8500061035156,0.0,13-24
1205,Male,0.0,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9000015258789,74.9000015258789,1.0,0-12
1206,Female,0.0,No,No,3.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1500015258789,194.1999969482422,0.0,0-12
1207,Female,0.0,No,Yes,9.0,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.4000015258789,571.4500122070312,0.0,0-12
1208,Female,0.0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.25,80.25,1.0,0-12
1209,Male,0.0,Yes,No,56.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,93.1500015258789,5253.9501953125,0.0,49-60
1210,Male,0.0,Yes,Yes,17.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.0,1149.6500244140625,1.0,13-24
1211,Female,0.0,Yes,Yes,11.0,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.3499984741211,740.7999877929688,1.0,0-12
1212,Male,0.0,No,No,7.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55000305175781,521.3499755859375,0.0,0-12
1213,Female,0.0,Yes,Yes,69.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.200000762939453,1412.6500244140625,0.0,61-72
1214,Male,0.0,No,No,19.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.0,1532.449951171875,1.0,13-24
1215,Female,0.0,Yes,Yes,3.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.30000305175781,250.0500030517578,1.0,0-12
1216,Male,0.0,Yes,Yes,54.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.399999618530273,1090.5999755859375,0.0,49-60
1217,Male,0.0,Yes,No,62.0,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),23.75,1446.800048828125,0.0,61-72
1218,Male,0.0,No,No,24.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.55000305175781,2282.550048828125,1.0,13-24
1219,Female,0.0,Yes,Yes,62.0,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.44999694824219,4300.4501953125,0.0,61-72
1220,Male,0.0,No,No,17.0,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),65.75,1111.199951171875,0.0,13-24
1221,Male,0.0,No,No,9.0,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.600000381469727,190.10000610351562,0.0,0-12
1222,Male,0.0,Yes,Yes,64.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,69.25,4447.75,0.0,61-72
1223,Female,0.0,No,No,2.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.9000015258789,143.35000610351562,1.0,0-12
1224,Male,0.0,Yes,Yes,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.849998474121094,45.849998474121094,1.0,0-12
1225,Female,0.0,Yes,No,16.0,No,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,49.95000076293945,810.2000122070312,1.0,13-24
1226,Female,0.0,Yes,No,72.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.649999618530273,1830.050048828125,0.0,61-72
1227,Male,0.0,No,No,30.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),90.4000015258789,2820.64990234375,0.0,25-36
1228,Female,0.0,Yes,No,49.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,100.8499984741211,4847.35009765625,0.0,49-60
1229,Male,0.0,Yes,No,61.0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),75.3499984741211,4729.2998046875,0.0,61-72
1230,Male,0.0,Yes,Yes,47.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,87.19999694824219,4017.449951171875,0.0,37-48
1231,Male,0.0,No,No,20.0,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),64.4000015258789,1398.5999755859375,0.0,13-24
1232,Male,0.0,Yes,Yes,34.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.30000305175781,2564.300048828125,1.0,25-36
1233,Female,0.0,Yes,Yes,70.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.700000762939453,1685.9000244140625,0.0,61-72
1234,Male,0.0,No,Yes,54.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.8499984741211,5826.64990234375,0.0,49-60
1235,Male,1.0,Yes,No,61.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,98.30000305175781,6066.5498046875,0.0,61-72
1236,Male,0.0,No,No,3.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.94999694824219,228.39999389648438,1.0,0-12
1237,Male,0.0,No,No,13.0,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.450000762939453,270.20001220703125,0.0,13-24
1238,Female,1.0,No,No,16.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.1500015258789,1529.199951171875,1.0,13-24
1239,Female,0.0,Yes,Yes,3.0,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.70000076293945,168.60000610351562,0.0,0-12
1240,Male,0.0,No,No,25.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.149999618530273,536.3499755859375,0.0,25-36
1241,Male,0.0,No,No,30.0,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,64.5,1888.449951171875,0.0,25-36
1242,Female,0.0,Yes,No,21.0,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,28.5,629.3499755859375,0.0,13-24
1243,Male,0.0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.29999923706055,45.29999923706055,1.0,0-12
1244,Female,0.0,No,No,15.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.399999618530273,289.29998779296875,1.0,13-24
1245,Male,1.0,Yes,No,23.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.44999694824219,2117.25,0.0,13-24
1246,Female,0.0,Yes,Yes,45.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.1500015258789,4730.89990234375,0.0,37-48
1247,Female,0.0,Yes,Yes,24.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),83.1500015258789,2033.050048828125,0.0,13-24
1248,Female,0.0,No,No,11.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,90.1500015258789,987.9500122070312,1.0,0-12
1249,Male,0.0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.04999923706055,45.04999923706055,1.0,0-12
1250,Female,0.0,Yes,No,56.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),103.19999694824219,5744.35009765625,0.0,49-60
1251,Female,0.0,No,No,1.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.80000305175781,75.80000305175781,1.0,0-12
1252,Male,0.0,No,No,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.450000762939453,19.450000762939453,0.0,0-12
